Timestamp,PlaceID
2012-10-26T14:36:03.646Z,784thrrd-ccb158afed0f46f6b1e895403b2bae84
2012-10-26T14:36:43.634Z,784thrre-dfa545713eb540cb9079f6b589efc8d4
2012-10-26T14:37:27.298Z,784thx2m-0f20ac6176b64dec89cf23111d660807
2012-10-26T14:38:49.161Z,784thrpp-ab8f18a1e93842c5856c31d5f062fb1d
